frame,snr_db,channel,eff_E,eff_L,eff_F,bler_F,raw_oracle,frozen_lambda_clairvoyant,rf,e_class
1879,13.082,rayleigh,0.80597,0.97297,0.80597,1.0,L,L,L,
1880,17.096,rayleigh,0.89231,0.9863,0.89231,1.0,L,L,L,
1881,11.989,awgn,0.82857,0.97368,0.98667,0.0,F,L,L,
1882,18.351,rayleigh,0.82353,0.98667,0.82353,1.0,L,L,L,
1883,8.261,rayleigh,0.82353,0.98667,0.82353,1.0,L,L,L,
1884,14.372,awgn,0.79412,0.98667,0.97368,0.0,L,L,L,
1885,10.904,rayleigh,0.84848,0.98667,0.84848,1.0,L,L,L,
1886,9.594,awgn,0.79412,0.98667,0.95902,0.08167,L,L,L,
1887,15.718,rayleigh,0.82353,0.98667,0.82353,1.0,L,L,L,
1888,8.305,awgn,0.79412,0.98667,0.90412,0.34099,L,L,L,
1889,0.927,awgn,0.85294,0.96104,0.85294,1.0,L,L,L,
1890,16.28,awgn,0.75758,0.98667,0.97368,0.0,L,L,L,
1891,15.6,awgn,0.81159,0.96104,0.97368,0.0,F,L,L,
1892,11.962,awgn,0.80597,0.97368,0.96104,0.0,L,L,L,
1893,7.583,rayleigh,0.86957,0.97297,0.86957,1.0,L,L,L,
1894,15.746,rayleigh,0.81159,0.96,0.81159,1.0,L,L,L,
1895,11.911,awgn,0.81159,0.96,0.96,0.0,L,L,L,
1896,15.591,awgn,0.83582,0.9863,0.97297,0.0,L,L,L,
1897,18.249,rayleigh,0.77612,0.97297,0.77612,1.0,L,L,L,
1898,4.581,awgn,0.85294,0.96104,0.85294,1.0,L,L,L,
1899,0.081,awgn,0.81159,0.97368,0.81159,1.0,L,L,L,
1900,5.386,rayleigh,0.89855,0.96104,0.89855,1.0,L,L,L,
1901,6.866,awgn,0.79412,0.97368,0.79412,1.0,L,L,L,
1902,10.32,awgn,0.81159,0.98667,0.97368,0.0,L,L,L,
1903,4.464,rayleigh,0.76056,0.97368,0.76056,1.0,L,L,L,
1904,18.16,awgn,0.77612,0.97368,0.97368,0.0,L,L,L,
1905,1.351,rayleigh,0.80597,0.96104,0.80597,1.0,L,L,L,
1906,14.414,awgn,0.79412,0.92308,0.94737,0.0,F,F,L,
1907,0.536,rayleigh,0.79412,0.94872,0.79412,1.0,L,L,L,
1908,12.496,rayleigh,0.81159,0.94872,0.81159,1.0,L,L,L,
1909,0.225,awgn,0.8,0.96203,0.8,1.0,L,L,L,
1910,4.714,rayleigh,0.87324,0.97436,0.87324,1.0,L,L,L,
1911,6.074,awgn,0.84507,0.98701,0.84507,1.0,L,L,L,
1912,17.902,rayleigh,0.78873,0.97436,0.78873,1.0,L,L,L,
1913,0.263,rayleigh,0.80556,0.97436,0.80556,1.0,L,L,L,
1914,0.373,rayleigh,0.8169,0.96203,0.8169,1.0,L,L,L,
1915,13.581,awgn,0.82857,0.97436,0.96203,0.0,L,L,L,
1916,2.7,awgn,0.8169,0.97436,0.8169,1.0,L,L,L,
1917,1.648,rayleigh,0.80556,0.97436,0.80556,1.0,L,L,L,
1918,4.704,rayleigh,0.78873,0.97436,0.78873,1.0,L,L,L,
1919,13.957,awgn,0.83333,0.97436,0.96296,0.0,L,L,L,
1920,3.882,rayleigh,0.82192,0.97436,0.82192,1.0,L,L,L,
1921,4.748,awgn,0.76712,0.975,0.76712,1.0,L,L,L,
1922,13.001,rayleigh,0.83333,0.96296,0.83333,1.0,L,L,L,
1923,5.78,awgn,0.78873,0.975,0.78873,1.0,L,L,L,
1924,12.786,rayleigh,0.83333,0.98734,0.83333,1.0,L,L,L,
1925,5.926,rayleigh,0.79452,0.975,0.79452,1.0,L,L,L,
1926,10.43,awgn,0.84507,0.96296,0.975,0.0,F,L,L,
1927,0.776,rayleigh,0.80556,0.96296,0.80556,1.0,L,L,L,
1928,10.313,rayleigh,0.79452,0.975,0.79452,1.0,L,L,L,
1929,1.702,awgn,0.8,0.96386,0.8,1.0,L,L,L,
1930,16.668,awgn,0.77333,0.98765,0.97561,0.0,L,L,L,
1931,19.104,awgn,0.81081,0.98765,0.96386,0.0,L,L,L,
1932,3.648,rayleigh,0.75676,0.96386,0.75676,1.0,L,L,L,
1933,15.439,rayleigh,0.76712,0.96296,0.76712,1.0,L,L,L,
1934,14.797,awgn,0.78261,0.96203,0.95,0.0,L,L,L,
1935,10.992,awgn,0.76056,0.98701,0.95,0.0,L,L,L,
1936,18.164,awgn,0.78261,0.97436,0.96203,0.0,L,L,L,
1937,0.743,rayleigh,0.76056,0.96203,0.76056,1.0,L,L,L,
1938,4.196,rayleigh,0.77143,0.98701,0.77143,1.0,L,L,L,
1939,14.811,rayleigh,0.73239,0.98701,0.73239,1.0,L,L,L,
1940,2.518,rayleigh,0.81159,0.97436,0.81159,1.0,L,L,L,
1941,4.793,rayleigh,0.78261,0.96203,0.78261,1.0,L,L,L,
1942,15.012,awgn,0.8,0.97436,0.96203,0.0,L,L,L,
1943,10.794,awgn,0.78873,0.97436,0.96203,0.0,L,L,L,
1944,7.958,rayleigh,0.82857,0.96203,0.82857,1.0,L,L,L,
1945,17.468,rayleigh,0.78873,0.95,0.78873,1.0,L,L,L,
1946,14.998,awgn,0.78873,0.97436,0.96203,0.0,L,L,L,
1947,5.924,rayleigh,0.82857,0.98701,0.82857,1.0,L,L,L,
1948,10.153,awgn,0.82857,0.97436,0.96203,0.0,L,L,L,
1949,19.494,rayleigh,0.81159,0.96203,0.81159,1.0,L,L,L,
1950,2.19,rayleigh,0.8169,0.96203,0.8169,1.0,L,L,L,
1951,13.454,awgn,0.79412,0.95,0.97436,0.0,F,F,L,
1952,18.737,rayleigh,0.78873,0.95,0.78873,1.0,L,L,L,
1953,15.834,rayleigh,0.77143,0.96203,0.77143,1.0,L,L,L,
1954,17.003,rayleigh,0.77143,0.97436,0.77143,1.0,L,L,L,
1955,4.054,awgn,0.76471,0.96104,0.76471,1.0,L,L,L,
1956,13.912,awgn,0.77778,0.96203,0.97436,0.0,F,L,L,
1957,4.342,awgn,0.84058,0.93671,0.84058,1.0,L,L,L,
1958,6.541,awgn,0.82857,0.94872,0.82857,1.0,L,L,L,
1959,13.15,awgn,0.84058,0.96104,0.94872,0.0,L,L,L,
1960,8.166,rayleigh,0.84058,0.93671,0.84058,1.0,L,L,L,
1961,3.02,awgn,0.85714,0.93671,0.85714,1.0,L,L,L,
1962,8.924,awgn,0.79412,0.93671,0.92568,0.21647,L,L,L,
1963,1.196,rayleigh,0.84058,0.93671,0.84058,1.0,L,L,L,
1964,7.604,rayleigh,0.84058,0.93671,0.84058,1.0,L,L,L,
1965,0.686,awgn,0.85294,0.94872,0.85294,1.0,L,L,L,
1966,16.602,awgn,0.84848,0.94872,0.94872,0.0,L,L,L,
1967,13.243,rayleigh,0.85714,0.97436,0.85714,1.0,L,L,L,
1968,0.24,awgn,0.86957,0.97436,0.86957,1.0,L,L,L,
1969,6.849,rayleigh,0.84507,0.97436,0.84507,1.0,L,L,L,
1970,16.222,rayleigh,0.85714,0.95,0.85714,1.0,L,L,L,
1971,8.193,awgn,0.82857,0.98701,0.93768,0.36355,L,L,L,
1972,17.208,rayleigh,0.84507,0.97436,0.84507,1.0,L,L,L,
1973,13.778,rayleigh,0.87324,0.96203,0.87324,1.0,L,L,L,
1974,13.608,rayleigh,0.86111,0.96203,0.86111,1.0,L,L,L,
1975,17.513,rayleigh,0.91429,0.97436,0.91429,1.0,L,L,L,
1976,4.135,awgn,0.86111,0.97436,0.86111,1.0,L,L,L,
1977,11.395,awgn,0.85714,0.96104,0.94872,0.0,L,L,L,
1978,9.36,rayleigh,0.90141,0.93671,0.90141,1.0,L,L,L,
1979,17.22,rayleigh,0.90141,0.94872,0.90141,1.0,L,L,L,
